"ID";"fileName";"fileNamePE";"experiment";"tissue";"condition";"replicate";"lane";"merge";"input";"pairedEnd";"macsGroup";"phredScore";"adapter";"trimQuality";"adapterPE";"trimQualityPE"
"SRR502446";"";"";"SRP007993";"GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM12891_TNFa_NFKB_IgG-rab";"";2;"SRX150605";NA;"false";"";"";"";"";"";""
"SRR502447";"";"";"SRP007993";"GM12891 -;- B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1463, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM12891_TNFa_NFKB_IgG-rab";"";3;"SRX150605";NA;"false";"";"";"";"";"";""
"SRR502448";"";"";"SRP007993";"GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM10847_TNFa_NFKB_IgG-rab";"";1;"SRX150606";NA;"false";"";"";"";"";"";""
"SRR502449";"";"";"SRP007993";"GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM10847_TNFa_NFKB_IgG-rab";"";2;"SRX150606";NA;"false";"";"";"";"";"";""
"SRR502450";"";"";"SRP007993";"GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM10847_TNFa_NFKB_IgG-rab";"";3;"SRX150606";NA;"false";"";"";"";"";"";""
"SRR502451";"";"";"SRP007993";"GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM10847_TNFa_NFKB_IgG-rab";"";4;"SRX150606";NA;"false";"";"";"";"";"";""
"SRR502452";"";"";"SRP007993";"GM10847 -;- lymphoblastoid, International HapMap Project, CEPH/Utah, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM10847_TNFa_NFKB_IgG-rab";"";5;"SRX150606";NA;"false";"";"";"";"";"";""
"SRR502453";"";"";"SRP007993";"GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18951_Input_IgG-mus";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502454";"";"";"SRP007993";"GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM15510_TNFa_NFKB_IgG-rab";"";1;"SRX150608";NA;"false";"";"";"";"";"";""
"SRR502455";"";"";"SRP007993";"GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM15510_TNFa_NFKB_IgG-rab";"";2;"SRX150608";NA;"false";"";"";"";"";"";""
"SRR502456";"";"";"SRP007993";"GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM15510_TNFa_NFKB_IgG-rab";"";3;"SRX150608";NA;"false";"";"";"";"";"";""
"SRR502457";"";"";"SRP007993";"GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM15510_TNFa_NFKB_IgG-rab";"";4;"SRX150608";NA;"false";"";"";"";"";"";""
"SRR502458";"";"";"SRP007993";"GM15510 -;- lymphoblastoid NIGMS Human Genetic Cell Repository, DNA Polymorphism Discovery Resource Collection, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM15510_TNFa_NFKB_IgG-rab";"";5;"SRX150608";NA;"false";"";"";"";"";"";""
"SRR502459";"";"";"SRP007993";"GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18951_Pol2_IgG-mus";"";1;"SRX150609";NA;"false";"";"";"";"";"";""
"SRR502460";"";"";"SRP007993";"GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18951_Pol2_IgG-mus";"";2;"SRX150609";NA;"false";"";"";"";"";"";""
"SRR502461";"";"";"SRP007993";"GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18951_Pol2_IgG-mus";"";3;"SRX150609";NA;"false";"";"";"";"";"";""
"SRR502462";"";"";"SRP007993";"GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18951_Pol2_IgG-mus";"";4;"SRX150609";NA;"false";"";"";"";"";"";""
"SRR502463";"";"";"SRP007993";"GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18951_TNFa_NFKB_IgG-rab";"";1;"SRX150610";NA;"false";"";"";"";"";"";""
"SRR502464";"";"";"SRP007993";"GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18951_TNFa_NFKB_IgG-rab";"";2;"SRX150610";NA;"false";"";"";"";"";"";""
"SRR502465";"";"";"SRP007993";"GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18951_TNFa_NFKB_IgG-rab";"";3;"SRX150610";NA;"false";"";"";"";"";"";""
"SRR502466";"";"";"SRP007993";"GM18951 -;- lymphoblastoid, International HapMap Project, Japanese in Tokyo, Japan, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18951_TNFa_NFKB_IgG-rab";"";4;"SRX150610";NA;"false";"";"";"";"";"";""
"SRR502467";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_ZNF263_UCDavis";"";1;"SRX150611";NA;"false";"";"";"";"";"";""
"SRR502468";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_ZNF263_UCDavis";"";2;"SRX150611";NA;"false";"";"";"";"";"";""
"SRR502469";"";"";"SRP007993";"HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm";"Yale_ChipSeq_HEK293_Input_std";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502470";"";"";"SRP007993";"HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm";"Yale_ChipSeq_HEK293_Pol2_std";"";1;"SRX150613";NA;"false";"";"";"";"";"";""
"SRR502471";"";"";"SRP007993";"HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm";"Yale_ChipSeq_HEK293_Pol2_std";"";2;"SRX150613";NA;"false";"";"";"";"";"";""
"SRR502472";"";"";"SRP007993";"HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm";"Yale_ChipSeq_HEK293_Pol2_std";"";3;"SRX150613";NA;"false";"";"";"";"";"";""
"SRR502473";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Input_IgG-mus";"";1;"SRX150614";NA;"false";"";"";"";"";"";""
"SRR502474";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Input_IgG-mus";"";2;"SRX150614";NA;"false";"";"";"";"";"";""
"SRR502475";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Input_Large_Fragment";"";1;"SRX150615";NA;"false";"";"";"";"";"";""
"SRR502476";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Input_Large_Fragment";"";2;"SRX150615";NA;"false";"";"";"";"";"";""
"SRR502477";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Input_MNase";"";1;"SRX150616";NA;"false";"";"";"";"";"";""
"SRR502478";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Input_MNase";"";2;"SRX150616";NA;"false";"";"";"";"";"";""
"SRR502479";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Input_Naked_DNA";"";1;"SRX150617";NA;"false";"";"";"";"";"";""
"SRR502480";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Input_Naked_DNA";"";2;"SRX150617";NA;"false";"";"";"";"";"";""
"SRR502481";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Yale_ChipSeq_HeLa-S3_Input_Naked_DNA";"";3;"SRX150617";NA;"false";"";"";"";"";"";""
"SRR502482";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_Max_std";"";1;"SRX150618";NA;"false";"";"";"";"";"";""
"SRR502483";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_Max_std";"";2;"SRX150618";NA;"false";"";"";"";"";"";""
"SRR502484";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_GATA-1_UCDavis";"";1;"SRX150619";NA;"false";"";"";"";"";"";""
"SRR502485";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_GATA-1_UCDavis";"";2;"SRX150619";NA;"false";"";"";"";"";"";""
"SRR502486";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Yale_ChipSeq_GM12878_JunD_std";"";1;"SRX150620";NA;"false";"";"";"";"";"";""
"SRR502487";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Yale_ChipSeq_GM12878_JunD_std";"";2;"SRX150620";NA;"false";"";"";"";"";"";""
"SRR502488";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_SMC3_(ab9263)_IgG-rab";"";1;"SRX150621";NA;"false";"";"";"";"";"";""
"SRR502489";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_SMC3_(ab9263)_IgG-rab";"";2;"SRX150621";NA;"false";"";"";"";"";"";""
"SRR502490";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_Pol2(phosphoS2)_IgG-rab";"";1;"SRX150622";NA;"false";"";"";"";"";"";""
"SRR502491";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_Pol2(phosphoS2)_IgG-rab";"";2;"SRX150622";NA;"false";"";"";"";"";"";""
"SRR502492";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_HMGN3_std";"";1;"SRX150623";NA;"false";"";"";"";"";"";""
"SRR502493";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_HMGN3_std";"";2;"SRX150623";NA;"false";"";"";"";"";"";""
"SRR502494";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_p300_(SC-584)_IgG-rab";"";1;"SRX150624";NA;"false";"";"";"";"";"";""
"SRR502495";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_p300_(SC-584)_IgG-rab";"";2;"SRX150624";NA;"false";"";"";"";"";"";""
"SRR502496";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_IFNa30_IRF1_std";"";1;"SRX150625";NA;"false";"";"";"";"";"";""
"SRR502497";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_IFNa30_IRF1_std";"";2;"SRX150625";NA;"false";"";"";"";"";"";""
"SRR502498";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_CCNT2_std";"";1;"SRX150626";NA;"false";"";"";"";"";"";""
"SRR502499";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_CCNT2_std";"";2;"SRX150626";NA;"false";"";"";"";"";"";""
"SRR502500";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_IFNg30_c-Myc_std";"";1;"SRX150627";NA;"false";"";"";"";"";"";""
"SRR502501";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_IFNg30_c-Myc_std";"";2;"SRX150627";NA;"false";"";"";"";"";"";""
"SRR502502";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_IFNg6h_IRF1_std";"";1;"SRX150628";NA;"false";"";"";"";"";"";""
"SRR502503";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_IFNg6h_IRF1_std";"";2;"SRX150628";NA;"false";"";"";"";"";"";""
"SRR502504";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_12hr_Input_std";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502505";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_12hr_STAT3_std";"";1;"SRX150630";NA;"false";"";"";"";"";"";""
"SRR502506";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_12hr_STAT3_std";"";2;"SRX150630";NA;"false";"";"";"";"";"";""
"SRR502507";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_BRCA1_(A300-000A)_IgG-rab";"";1;"SRX150631";NA;"false";"";"";"";"";"";""
"SRR502508";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_BRCA1_(A300-000A)_IgG-rab";"";2;"SRX150631";NA;"false";"";"";"";"";"";""
"SRR502509";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_CEBPB_IgG-rab";"";1;"SRX150632";NA;"false";"";"";"";"";"";""
"SRR502510";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_CEBPB_IgG-rab";"";2;"SRX150632";NA;"false";"";"";"";"";"";""
"SRR502511";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_GTF2F1_(AB28179)_IgG-rab";"";1;"SRX150633";NA;"false";"";"";"";"";"";""
"SRR502512";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_GTF2F1_(AB28179)_IgG-rab";"";2;"SRX150633";NA;"false";"";"";"";"";"";""
"SRR502513";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_PRDM1_(9115)_IgG-rab";"";1;"SRX150634";NA;"false";"";"";"";"";"";""
"SRR502514";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_PRDM1_(9115)_IgG-rab";"";2;"SRX150634";NA;"false";"";"";"";"";"";""
"SRR502515";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_RFX5_(200-401-194)_IgG-mus";"";1;"SRX150635";NA;"false";"";"";"";"";"";""
"SRR502516";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_RFX5_(200-401-194)_IgG-mus";"";2;"SRX150635";NA;"false";"";"";"";"";"";""
"SRR502517";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_STAT3_IgG-mus";"";1;"SRX150636";NA;"false";"";"";"";"";"";""
"SRR502518";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_STAT3_IgG-mus";"";2;"SRX150636";NA;"false";"";"";"";"";"";""
"SRR502519";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_USF2_IgG-mus";"";1;"SRX150637";NA;"false";"";"";"";"";"";""
"SRR502520";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_USF2_IgG-mus";"";2;"SRX150637";NA;"false";"";"";"";"";"";""
"SRR502521";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_p300_(SC-584)_IgG-mus";"";1;"SRX150638";NA;"false";"";"";"";"";"";""
"SRR502522";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_p300_(SC-584)_IgG-mus";"";2;"SRX150638";NA;"false";"";"";"";"";"";""
"SRR502523";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_RFX5_(200-401-194)_IgG-rab";"";1;"SRX150639";NA;"false";"";"";"";"";"";""
"SRR502524";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_RFX5_(200-401-194)_IgG-rab";"";2;"SRX150639";NA;"false";"";"";"";"";"";""
"SRR502525";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_USF2_IgG-mus";"";1;"SRX150640";NA;"false";"";"";"";"";"";""
"SRR502526";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_USF2_IgG-mus";"";2;"SRX150640";NA;"false";"";"";"";"";"";""
